Skills,Education,ID,Category
"Air Force, Basic, Computer literate, delivery, directing, documentation, e-mail, Forklift, forms, frame, Inspection 2, inspecting, Inspection, Intel,
inventory management, inventory, Leadership, Team Leader, logistics, managerial, meetings, mentor, Access, Excel, Office, Outlook, PowerPoint,","Specialized Training/ Certificates/ Licenses/ Permits Marine Aviation Supply School, USMC Lance Corporal Leadership Course, USMC Non-
Commissioned Officers Leadership Course, USMC Sergeants Distance Education Program, USMC Staff Non-commissioned Officer Career
Distance Education, USMC Naval Aviation Material Control Management, USMC Lean Six Sigma AirSpeed White Belt Course, USN Lean Six
Sigma AirSpeed Yellow Belt Course, USN 24-Hour Hazardous Material Handler's Course, USMC Active Forklift License
Willing to travel or relocate.",26819872,AVIATION
"API, approach, attention to detail, basic, color, hardware, content, conversion, data analysis, documentation, downstream, drivers, film,
interpretation, inventory, inventory control, ISO9000, laser, math, Excel, Microsoft Office, Outlook, PowerPoint, Word, Monitors, oil, policies,
problem solving, processes, profit, quality, receiving, safety, shipping, specification, statistics, strategic, team player, troubleshooting, upgrades","8 2012
Lee College
City , State Process Technology
A.A.S GPA: GPA: 3.8 Process Technology GPA: 3.8
New Jersey Institute of Technology
City , State Chemical Engineering Bachelor of Science Chemical Engineering",26888302,AVIATION
"Substantial knowledge of all Microsoft Windows operating Domestic & international regulatory compliance
systems and MS Office Aircraft Import/export experience Strong management & complex",,27502951,AVIATION
"Account Management, Calendaring, Client Relations, Computer Proficiency, Coordination, Creative Problem Solving, Critical Thinking, Customer","High School Diploma : General 1995 Lake Weir High School City , State , USA",27512470,AVIATION
"A+ Certification, Active Directory, Cisco, hardware, designing, directing, Disaster recovery, email, ITIL, LAN, managing, access, Microsoft","Computer Information System /Network Engineering Barry University
Project Management Professional Florida Atlantic University
Six sigma GreenBelt Florida Atlantic University Certifications
Microsoft Certified Systems Administrator Microsoft Certified Systems Engineer Microsoft Certified Technology Specialist ITIL Foundation V3
Certified Comptia A+ Certification",27902692,AVIATION
Client Relations Software: Dynamics CRM,University of Maryland University College 2002 Bachelor of Science : Information Systems Management Information Systems Management,28020046,AVIATION
"Air Force, Basic, budget, customer service skills, databases, First Aid, government, information technology, inspection, inventory, regulatory
compliance, Logistics, mainframes, materials, Mechanic, Naval, Organizational, Performance Analysis, personnel, Policy Development,
procurement, Program Management, Project Coordination, quality, quality assurance, quality control, quick, reporting, Safety, Technician","System Organizational Maintenance Technician, Tinker Air Force Base, 2004
Aviation Apprenticeship Training, Naval Training Command, IL, 1999
OSHA 30 EPA RRP DOE Weatherization Tactics Basic Fire Fighting Basic First Aid Certification
High School Diploma 1998 Edmondson High School ï¼​ City , State",28186635,AVIATION
,"Bachelor of Science : Aeronautics 07/2015 Liberty University City , State , United States 158 Semester hrs. 4.0 GPA
Professional Affiliations
Life Member - Disabled American Veterans
Member - Army Aviation Association of America
Life Member - Order of Saint Michael",28383893,AVIATION
"40- Hour Current OSHA 29 CFR 1910.120 Hazardous U.S. Navy Article 108, Radiological Control Technician","NUCLEAR ENGINEERING TECHNOLOGY 2016 Thomas Edison , City , State , USA
Recipient of Thomas Edison State University Military Scholarship
Coursework in Engineering
Continuing education in Nuclear Energy Engineering Technology
Nuclear Energy Engineering Technology
NUCLEAR ENERGY ENGINEERING TECHNOLOGY 2017 Thomas Edison State , City , State , USA",29161565,AVIATION
"streamline, Army, Hardware, CTC, documentation, Functional, Hydraulics, instruction, Instructor, Logistics, materials, monitors, organizational,
personnel, policies, presentations, processes, Quality, quality assurance, Risk Management, Safety, Supervisor, technical manuals, Troubleshooting","Technical or Occupational Certificate : 3 2009 North Central Institute ï¼​ City , State , United States GA-101 General-Airframe Job Related Training: Instructor Certification for UH-60 A/L Helicopters, 15 May 2013 Cadre Training
Course(CTC), 08 March 2013 UH-60 M Helicopter Course, 21 March 2014 UH-60 A/L Helicopter Repairers Course, 02 October 1998
Fundamentals of Systems Acquisition Management ACQ101 Section 308, 01 November 2007 Risk Management CLM017 21 March 2008
Production, Quality & Manufacturing Fundamentals PQM101 Section 302, 18 March 2008
Personal Information
(*) Indicates professional reference",29167286,AVIATION
"Accounting, Basic, Budgeting, Budget, Data Entry, English, Financial, Forms, Funds, Human Resources, HR, Labor Relations, Leadership","6 2009
Nursing Business Some College GPA: GPA: 3.0
GPA: 3.0 Of A Maximum 4.0
Credits Earned: 41.0 Semester Hours Nursing Business Human Growth & Development, Anatomy & Physiology I & II, Medical Terminology,
Public Speaking, General Psychology I & II, English Composition, And Intro To Computers.
5 1988
Safety Training (1998,2001,2004) Medical Terminology (2004) MS Office (2005) HIPPA Training (2002-Present) Typing 55 Wpm IDRS
Training 2008 ICS Windows 2009 Fed-State Training 2009 TCM/Paris 2009 WebTA 2009 WebEx 2010 SharePoint 2010 Management
Assistant CPE 2010 SharePoint Training 2011 Visio Training 2011 Federal Human Resources Overview (Graduate School) 2012 Position
Classification (Graduate School) 2012 Staffing (Graduate School) 2012 Employee/Labor Relations (Graduate School) 2012 : General Education
Office Education Central High ï¼​ City , State , United States General Education Office Education
12 2012
Nursing Organizational Leadership Some College GPA: GPA: 2.0 GPA: 2.0 Of A Maximum 4.0 Credits Earned: 49 Semester Hours Nursing
Organizational Leadership Medical Terminology, Anatomy & Physiology I, Anatomy & Physiology II, Psychology I, II, & III, Nutrition, English
Composition, Public Speaking And Psychology. Organizational Theory, Foundations Of Math, English Reading And Analysis, Public
Administration And Leadership Development
University Of Memphis ï¼​ City , State , United States
Southwest Tennessee Community College ï¼​ City , State , United States",29221006,AVIATION
"blue print reading, blueprints, calibration, CNC, grinders, lathes, machinery, machining, weapons, natural, oil, quality, reading, recording,
schematics, supervision, test equipment, transportation, Troubleshooting","GRADUATE : 1998 John Wood Community College ï¼​ City , State
May, 1987 Quincy Senior High School ï¼​ City , State
Personal Information
Fishing, Spending time with family and friends. Strengths Adaptable and flexible, Self starter, Highly motivated Additional Information
Awards received Honorable Discharge, US Navyâ€¦â€¦â€¦â€¦â€¦â€¦â€¦April, 1997 Confidential Security Clearance, US Navyâ€¦â€¦â€¦Sept
93- Apr 97 Airman of the Month Awardâ€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦. Nov, 1996 Airman of the Year Awardâ€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦â€¦.1996
Interests Hunting & Fishing, Spending time with family and friends. Strengths Adaptable and flexible, Self starter, Highly motivated",29534737,AVIATION
Â Dependable,"HVAC New River Community College ï¼​ City , State , USA
2015
Advance Diploma Rural Retreat High School ï¼​ City , State , USA",29595906,AVIATION
"accounts payable, accounts receivable, accounts receivables, Administrative, advertising, attorney, balance, credit, client, clients, Customer","A.S : Paralegal Studies , 2012 Manor College Paralegal Studies
American Bar Association approved institution Paralegal Certificate : 2012 Manor College American Bar Association approved institution
High School Diploma : 2004 Nazareth Academy High School Middle States Association of Secondary Schools",30148777,AVIATION
,"Bachelor of Arts : Business Administration 2017 Pennsylvania State University Expected graduation 2017
2016 Well Control School , City , State , USA
IADC WellSHARP Supervisor Level
Drilling Operations, Surface, Subsea
2016 MSTC , City , State , USA
HUET & BOSIET Â
Helicopter Underwater Escape Training Basic Offshore Safety Induction and Emergency Training
2013 Schlumberger DPM Training , City , State , USA
MPD / DPM Training (2012-2013)
Well Bore Construction
Drilling Fluids
Intro to Directional Drilling
BHA & Drill String Engineering
Hydraulics for Drilling Operations
Well Control Basics Dynamic Pressure Drilling
Advanced Single Phase MPD , Multiphase MPD Operations
Pressure Mud Cap Drilling Â
Advanced Auto-choke, Pressure Control 101
Control Systems Tech Basic & Advanced
2012 LoneStar College
2010 Central Texas College
2006 USN
Advanced Electronics and Technical Training (2005-2006)
MPD Projects/Clients
Shell - Mars, Olympus, Perdido
ConocoPhillips Alaska
Walter Oil &Gas
EnVen Energy Ventures
Castex Energy
W&T Offshore
Chevron - Genesis, Lineham Creek
Encana Corporation",31536294,AVIATION
